conceptUri,reuseLevel,preferredLabel,altLabels
http://data.europa.eu/esco/skill/37533674-1751-4c5c-882f-f0ff935a8cae,cross-sector,dip-coating process,"organic-chemistry
study of the structure, properties, and reactions of organic compounds and organic materials
organic chemistry
chemistry of compounds and substances containing carbon"
http://data.europa.eu/esco/skill/37624859-cbb6-43cb-a523-aa450877821a,cross-sector,write Latin,"types of animal nutrition
range of animal nutrition
range of animal food
kinds of animal food
types of animal food
kinds of animal nutrition
animal nutrition
typology of animal nutrition
typology of animal food"
http://data.europa.eu/esco/skill/37838e04-ac5f-43a5-82d0-35f42351fd60,cross-sector,advise on safety improvements,"monitor activity
oversee activities
monitor activities
monitoring activities
keep watch on activities
track activities"
http://data.europa.eu/esco/skill/3786b61f-f22e-48d1-af8d-ad4c354534db,cross-sector,manufacturing processes,"supervise minor maintenance
manage minor maintenance
control of minor maintenance
direct minor maintenance
oversee minor maintenance
minor maintenance control
control minor maintenance"
http://data.europa.eu/esco/skill/378b4cd5-ced1-4133-82e6-6d12bee2553b,cross-sector,design customised maps,"apply statistical analysis techniques
apply numerical analysis to data"
http://data.europa.eu/esco/skill/3795f2ca-7c0a-4a80-88d9-052c9d1b36c3,cross-sector,cameras,"coordinate travel plans for staff
organize travel arrangements for staff
organise arrangements for travelling staff
organise staff travel arrangements
organise staff travel and accommodation"
http://data.europa.eu/esco/skill/37992d18-8d7e-4122-ad52-fa5d2d52ebde,transversal,understand written Urdu,"internal communication systems maintenance
maintain internal communication systems
communicate within the company
maintaining internal communication systems
maintaining of internal communication systems
apply internal communcation skills
communicate internally
maintenance of internal communication systems
maintain staff communication systems"
http://data.europa.eu/esco/skill/379ec127-c158-4ce3-90dc-9996678bf05c,cross-sector,conveyancing,"instruct on economic development
help with fiscal policy
recommend economic progress
commend economic development
instruct on economic progress
advise on economic development
help with economic development
recommend economic development
commend economic progress"
http://data.europa.eu/esco/skill/37a438f3-e28c-4e32-83c5-299f047c1dc9,cross-sector,apply tools for content development,"shooting
photography
picture taking"
http://data.europa.eu/esco/skill/37ab8cef-8abf-43be-a71f-1e45aef610b8,cross-sector,monitor work site,provide user documentation
http://data.europa.eu/esco/skill/37f621a7-8346-472a-b6fd-a226751a27d8,cross-sector,organic chemistry,"test electrical equipment
maintain electrical equipment
test and maintain power supply
maintain electric equipment
maintaining electrical equipment"
http://data.europa.eu/esco/skill/37fd96cf-404a-4fa3-a443-2b5d6858c010,cross-sector,animal nutrition,"public revenues
government money
government income
public taxations
public income
government taxations
public finance
public money
government revenues"
http://data.europa.eu/esco/skill/38043abb-ebc6-4e8d-89f1-fdb9cf5d53de,cross-sector,monitor artistic activities,"provide wicker material for weaving
arrange wicker material for weaving
preparing wicker material for weaving
prepare wicker material for weaving
develop wicker material for weaving
supply wicker material for weaving
prepare wicker materials for weaving"
http://data.europa.eu/esco/skill/381306c1-bb5a-4696-8b1b-d7a6679400bf,cross-sector,control minor maintenance,"handle spot welding techniques
handle oxyacetylene brazing techniques
use oxyacetylene brazing techniques
administer spot welding techniques
utilise spot welding techniques
use spot welding techniques
utilise oxyacetylene brazing techniques
apply spot welding techniques
administer oxyacetylene brazing techniques"
http://data.europa.eu/esco/skill/382c11ed-20d5-4ae7-b60e-15fec527fa6c,cross-sector,apply statistical analysis techniques,"labour market offers
job opportunities
job market offer
labour market opportunities
job market offers"
http://data.europa.eu/esco/skill/382ed835-8958-4d86-8471-cff55c6df3e7,cross-sector,organise travel arrangements for staff,"ensure compliance with hygienic standards of food and meals
supervise food, meals and menus
supervise nutrition
supervise nutrition in healthcare setting
supervise food and meal
supervise food in healthcare"
http://data.europa.eu/esco/skill/3838a64c-78dc-4f3f-a0c0-9f604e33eefd,cross-sector,maintain internal communication systems,"study of light
optics
study of optics
research of optics"
http://data.europa.eu/esco/skill/384ed14c-bf1f-4a65-aef6-6e711f43c4ce,cross-sector,advise on economic development,"clutch metal work piece in machine
clasp metal work piece in machine
clench metal work piece in machine
grip metal work piece in machine
clasp the processed work piece in the machine
grip the processed work piece in the machine
hold metal work piece in machine
clench the processed work piece in the machine
clutch the processed work piece in the machine"
http://data.europa.eu/esco/skill/38509fa4-7c06-4a4b-9622-f521f03c37b8,cross-sector,photography,"manage KPI to reduce food waste
develop KPI on food waste reduction
design the evaluation of food waste prevention practices and strategies"
http://data.europa.eu/esco/skill/385479b7-5da5-4367-9763-0d15b41bb65b,cross-sector,provide user documentation,"react to emergencies in mining
reacting to mining emergencies
reacting to emergencies in mining
response to mining emergencies
initiate mining emergency procedures
respond to mining emergencies
mining emergencies reaction
initiate mining emergency response
reaction to mining emergencies
react to mining emergencies"
http://data.europa.eu/esco/skill/386774ac-fe5b-431a-b485-9aec0bf5c09e,cross-sector,maintain electrical equipment,"carry out planned installation of media system
run a media server
operate a media server
run a server for the media
running media servers"
http://data.europa.eu/esco/skill/387ee646-0aaa-4161-ab3b-cde87ec09fdf,cross-sector,public finance,"show competency in written English
write English
writing English
correspond in written English"
http://data.europa.eu/esco/skill/38822ee4-8fd8-4b1e-867e-0b72cc2080f7,cross-sector,prepare wicker material for weaving,"writing Slovak
show competency in written Slovak
correspond in written Slovak
write Slovak"
http://data.europa.eu/esco/skill/38a32307-bb1e-4593-8fa2-e31384417649,cross-sector,apply spot welding techniques,"code of ethical conduct for journalists
journalists’ ethical code of conduct
journalists’ code of ethics
journalists’ code of ethical conduct
ethical code of conduct of journalists
conduct ethics code for journalists
code of ethics for journalists"
http://data.europa.eu/esco/skill/38a5c459-c591-4f76-a358-37de342bb11d,cross-sector,job market offers,"Japanese
ability to comprehend spoken and written Japanese and to speak and write in Japanese
competent in Japanese"
http://data.europa.eu/esco/skill/38bceda2-af8c-40f5-943b-c9f3f13db6e6,cross-sector,supervise food in healthcare,"provide customised products
devise tailor-made itineraries for tourism
devise tailor-made itineraries
devise tourism tailor-made itineraries
devise tailor-made tourism itineraries"
http://data.europa.eu/esco/skill/38dbdfc4-427e-4fc8-b394-b00ec29dbe3a,cross-sector,optics,"laws and regulations in the social sector
legal requirements in the social sector
legislation in the social sector
legislative and regulatory requirements in the social sector
legal requirements for the social sector
social sector's legal requirements"
http://data.europa.eu/esco/skill/392cf12b-e0e3-463e-9f07-995274cc0aa8,cross-sector,hold metal work piece in machine,"lead arguments persuasively
communicate points of view persuasively
communicate arguments persuasively
present arguments persuasively
perform negotiation abilities
undertake points of view  persuasively
hold  arguments persuasively
undertake  arguments persuasively
lead points of view  persuasively
hold points of view  persuasively"
http://data.europa.eu/esco/skill/3936cc7d-d045-4eb0-b951-b862a072c0a2,cross-sector,design indicators for food waste reduction,"assess research results
assess research methodology
perform scholarly peer review"
